state,date,division,index
Johor,2016-08-01,overall,118.5
Johor,2016-09-01,overall,118.2
Johor,2016-10-01,overall,118.5
Johor,2016-11-01,overall,119.7
Johor,2016-12-01,overall,119.7
Johor,2017-01-01,overall,121.4
Johor,2017-02-01,overall,123.2
Johor,2017-03-01,overall,123
Johor,2017-04-01,overall,122.8
Johor,2017-05-01,overall,122.3
Johor,2017-06-01,overall,122.2
Johor,2017-07-01,overall,122.1
Johor,2017-08-01,overall,123.3
Johor,2017-09-01,overall,123.7
Johor,2017-10-01,overall,123.5
Johor,2017-11-01,overall,124.3
Johor,2017-12-01,overall,124.5
Johor,2018-01-01,overall,124.9
Johor,2018-02-01,overall,125
Johor,2018-03-01,overall,124.4
Johor,2018-04-01,overall,124.4
Johor,2018-05-01,overall,124.7
Johor,2018-06-01,overall,123.1
Johor,2018-07-01,overall,123.3
Johor,2018-08-01,overall,123.6
Johor,2018-09-01,overall,124
Johor,2018-10-01,overall,124.3
Johor,2018-11-01,overall,124.7
Johor,2018-12-01,overall,124.6
Johor,2019-01-01,overall,124
Johor,2019-02-01,overall,124.3
Johor,2019-03-01,overall,124.6
Johor,2019-04-01,overall,124.7
Johor,2019-05-01,overall,125
Johor,2019-06-01,overall,125
Johor,2019-07-01,overall,125.2
Johor,2019-08-01,overall,125.3
Johor,2019-09-01,overall,125.5
Johor,2019-10-01,overall,125.7
Johor,2019-11-01,overall,125.7
Johor,2019-12-01,overall,126
Johor,2020-01-01,overall,126.2
Johor,2020-02-01,overall,126
Johor,2020-03-01,overall,124.3
Johor,2020-04-01,overall,120.5
Johor,2020-05-01,overall,120.8
Johor,2020-06-01,overall,122.3
Johor,2020-07-01,overall,123.1
Johor,2020-08-01,overall,123.2
Johor,2020-09-01,overall,123.1
Johor,2020-10-01,overall,123.1
Johor,2020-11-01,overall,123
Johor,2020-12-01,overall,123.5
Johor,2021-01-01,overall,125.2
Johor,2021-02-01,overall,125.7
Johor,2021-03-01,overall,126.2
Johor,2021-04-01,overall,126.4
Johor,2021-05-01,overall,126.3
Johor,2021-06-01,overall,126.5
Johor,2021-07-01,overall,125.7
Johor,2021-08-01,overall,125.7
Johor,2021-09-01,overall,126
Johor,2021-10-01,overall,126.9
Johor,2021-11-01,overall,127.3
Johor,2021-12-01,overall,127.7
Johor,2022-01-01,overall,128
Johor,2022-02-01,overall,128.1
Johor,2022-03-01,overall,128.7
Johor,2022-04-01,overall,129
Johor,2022-05-01,overall,130
Johor,2022-06-01,overall,131.2
Johor,2022-07-01,overall,131.6
Johor,2022-08-01,overall,131.8
Johor,2022-09-01,overall,131.9
Johor,2022-10-01,overall,131.9
Johor,2022-11-01,overall,132.6
Johor,2022-12-01,overall,132.7
Johor,2023-01-01,overall,132.9
Johor,2023-02-01,overall,133.4
Johor,2023-03-01,overall,133.4
Johor,2023-04-01,overall,133.3
Johor,2023-05-01,overall,133.5
Johor,2023-06-01,overall,133.7
Johor,2023-07-01,overall,133.8
Johor,2023-08-01,overall,134.1
Johor,2023-09-01,overall,134.2
Johor,2023-10-01,overall,134.2
Johor,2023-11-01,overall,134.3
Johor,2023-12-01,overall,134.6
Johor,2024-01-01,overall,134.9
Johor,2024-02-01,overall,135.4
Johor,2024-03-01,overall,135.4
Johor,2024-04-01,overall,135.4
Johor,2024-05-01,overall,136
Johor,2024-06-01,overall,136.4
Johor,2024-07-01,overall,136.4
Johor,2024-08-01,overall,136.5
Kedah,2016-08-01,overall,114.8
Kedah,2016-09-01,overall,114.5
Kedah,2016-10-01,overall,114.9
Kedah,2016-11-01,overall,115.8
Kedah,2016-12-01,overall,116
Kedah,2017-01-01,overall,117.6
Kedah,2017-02-01,overall,119.1
Kedah,2017-03-01,overall,119
Kedah,2017-04-01,overall,118.6
Kedah,2017-05-01,overall,118.3
Kedah,2017-06-01,overall,118.1
Kedah,2017-07-01,overall,118
Kedah,2017-08-01,overall,119.1
Kedah,2017-09-01,overall,119.5
Kedah,2017-10-01,overall,119.2
Kedah,2017-11-01,overall,119.9
Kedah,2017-12-01,overall,120
Kedah,2018-01-01,overall,114.3
Kedah,2018-02-01,overall,114.5
Kedah,2018-03-01,overall,113.9
Kedah,2018-04-01,overall,119.8
Kedah,2018-05-01,overall,119.8
Kedah,2018-06-01,overall,118.5
Kedah,2018-07-01,overall,118.5
Kedah,2018-08-01,overall,118.7
Kedah,2018-09-01,overall,118.9
Kedah,2018-10-01,overall,119.1
Kedah,2018-11-01,overall,119.1
Kedah,2018-12-01,overall,119.3
Kedah,2019-01-01,overall,118.5
Kedah,2019-02-01,overall,118.8
Kedah,2019-03-01,overall,119.2
Kedah,2019-04-01,overall,119.1
Kedah,2019-05-01,overall,119.4
Kedah,2019-06-01,overall,119.4
Kedah,2019-07-01,overall,119.5
Kedah,2019-08-01,overall,119.8
Kedah,2019-09-01,overall,119.8
Kedah,2019-10-01,overall,120
Kedah,2019-11-01,overall,120
Kedah,2019-12-01,overall,120.2
Kedah,2020-01-01,overall,120.2
Kedah,2020-02-01,overall,120.1
Kedah,2020-03-01,overall,118.5
Kedah,2020-04-01,overall,114.6
Kedah,2020-05-01,overall,115
Kedah,2020-06-01,overall,116.4
Kedah,2020-07-01,overall,117.2
Kedah,2020-08-01,overall,117.3
Kedah,2020-09-01,overall,117.3
Kedah,2020-10-01,overall,117.2
Kedah,2020-11-01,overall,116.9
Kedah,2020-12-01,overall,117.6
Kedah,2021-01-01,overall,119.3
Kedah,2021-02-01,overall,119.8
Kedah,2021-03-01,overall,120.3
Kedah,2021-04-01,overall,120.5
Kedah,2021-05-01,overall,120.5
Kedah,2021-06-01,overall,120.5
Kedah,2021-07-01,overall,119.7
Kedah,2021-08-01,overall,119.8
Kedah,2021-09-01,overall,119.9
Kedah,2021-10-01,overall,120.9
Kedah,2021-11-01,overall,121.2
Kedah,2021-12-01,overall,121.9
Kedah,2022-01-01,overall,122.1
Kedah,2022-02-01,overall,122.4
Kedah,2022-03-01,overall,122.6
Kedah,2022-04-01,overall,122.8
Kedah,2022-05-01,overall,123.1
Kedah,2022-06-01,overall,123.6
Kedah,2022-07-01,overall,123.9
Kedah,2022-08-01,overall,123.9
Kedah,2022-09-01,overall,124
Kedah,2022-10-01,overall,124.2
Kedah,2022-11-01,overall,124.5
Kedah,2022-12-01,overall,124.6
Kedah,2023-01-01,overall,124.8
Kedah,2023-02-01,overall,125.2
Kedah,2023-03-01,overall,125.2
Kedah,2023-04-01,overall,125.3
Kedah,2023-05-01,overall,125.5
Kedah,2023-06-01,overall,125.6
Kedah,2023-07-01,overall,125.7
Kedah,2023-08-01,overall,125.7
Kedah,2023-09-01,overall,125.8
Kedah,2023-10-01,overall,125.8
Kedah,2023-11-01,overall,126
Kedah,2023-12-01,overall,126.2
Kedah,2024-01-01,overall,126.4
Kedah,2024-02-01,overall,126.3
Kedah,2024-03-01,overall,127
Kedah,2024-04-01,overall,127
Kedah,2024-05-01,overall,127.3
Kedah,2024-06-01,overall,127.4
Kedah,2024-07-01,overall,127.5
Kedah,2024-08-01,overall,127.5
Kelantan,2016-08-01,overall,115.811633199221
Kelantan,2016-09-01,overall,115.496045580792
Kelantan,2016-10-01,overall,115.477677010058
Kelantan,2016-11-01,overall,116.716058898443
Kelantan,2016-12-01,overall,116.807505885788
Kelantan,2017-01-01,overall,118.316850801428
Kelantan,2017-02-01,overall,119.537756685594
Kelantan,2017-03-01,overall,119.258390835496
Kelantan,2017-04-01,overall,118.724921755354
Kelantan,2017-05-01,overall,118.6601173183
Kelantan,2017-06-01,overall,118.642493797859
Kelantan,2017-07-01,overall,118.679499829656
Kelantan,2017-08-01,overall,119.675361312459
Kelantan,2017-09-01,overall,119.779673955224
Kelantan,2017-10-01,overall,119.608252634653
Kelantan,2017-11-01,overall,120.265881825114
Kelantan,2017-12-01,overall,120.49999380597001
Kelantan,2018-01-01,overall,120.872199865293
Kelantan,2018-02-01,overall,120.780835657686
Kelantan,2018-03-01,overall,120.194126695721
Kelantan,2018-04-01,overall,120.00085118859
Kelantan,2018-05-01,overall,120.400869175911
Kelantan,2018-06-01,overall,119.391012337559
Kelantan,2018-07-01,overall,119.523340816165
Kelantan,2018-08-01,overall,119.582296061807
Kelantan,2018-09-01,overall,119.760072709984
Kelantan,2018-10-01,overall,119.786256156894
Kelantan,2018-11-01,overall,120.17238322504
Kelantan,2018-12-01,overall,120.529869104596
Kelantan,2019-01-01,overall,120
Kelantan,2019-02-01,overall,120
Kelantan,2019-03-01,overall,120
Kelantan,2019-04-01,overall,119.9
Kelantan,2019-05-01,overall,120.7
Kelantan,2019-06-01,overall,120.8
Kelantan,2019-07-01,overall,120.8
Kelantan,2019-08-01,overall,121
Kelantan,2019-09-01,overall,120.8
Kelantan,2019-10-01,overall,120.8
Kelantan,2019-11-01,overall,120.7
Kelantan,2019-12-01,overall,121.1
Kelantan,2020-01-01,overall,121.2
Kelantan,2020-02-01,overall,121.1
Kelantan,2020-03-01,overall,119.5
Kelantan,2020-04-01,overall,115.9
Kelantan,2020-05-01,overall,116.2
Kelantan,2020-06-01,overall,117.9
Kelantan,2020-07-01,overall,118.9
Kelantan,2020-08-01,overall,118.9
Kelantan,2020-09-01,overall,118.8
Kelantan,2020-10-01,overall,118.8
Kelantan,2020-11-01,overall,118.6
Kelantan,2020-12-01,overall,119.6
Kelantan,2021-01-01,overall,121.4
Kelantan,2021-02-01,overall,121.9
Kelantan,2021-03-01,overall,122.2
Kelantan,2021-04-01,overall,122.5
Kelantan,2021-05-01,overall,122.7
Kelantan,2021-06-01,overall,122.7
Kelantan,2021-07-01,overall,121.8
Kelantan,2021-08-01,overall,121.8
Kelantan,2021-09-01,overall,122.1
Kelantan,2021-10-01,overall,123.1
Kelantan,2021-11-01,overall,123.4
Kelantan,2021-12-01,overall,124.1
Kelantan,2022-01-01,overall,124.3
Kelantan,2022-02-01,overall,124.5
Kelantan,2022-03-01,overall,124.8
Kelantan,2022-04-01,overall,125
Kelantan,2022-05-01,overall,125.6
Kelantan,2022-06-01,overall,126.2
Kelantan,2022-07-01,overall,126.4
Kelantan,2022-08-01,overall,126.3
Kelantan,2022-09-01,overall,126.5
Kelantan,2022-10-01,overall,126.7
Kelantan,2022-11-01,overall,127
Kelantan,2022-12-01,overall,127.2
Kelantan,2023-01-01,overall,127.4
Kelantan,2023-02-01,overall,127.6
Kelantan,2023-03-01,overall,127.8
Kelantan,2023-04-01,overall,127.9
Kelantan,2023-05-01,overall,127.9
Kelantan,2023-06-01,overall,128
Kelantan,2023-07-01,overall,128.2
Kelantan,2023-08-01,overall,128.2
Kelantan,2023-09-01,overall,128.2
Kelantan,2023-10-01,overall,128.3
Kelantan,2023-11-01,overall,128.1
Kelantan,2023-12-01,overall,128.4
Kelantan,2024-01-01,overall,128.6
Kelantan,2024-02-01,overall,129.2
Kelantan,2024-03-01,overall,129.2
Kelantan,2024-04-01,overall,129.2
Kelantan,2024-05-01,overall,129.4
Kelantan,2024-06-01,overall,129.6
Kelantan,2024-07-01,overall,129.5
Kelantan,2024-08-01,overall,129.4
Melaka,2016-08-01,overall,115
Melaka,2016-09-01,overall,114.6
Melaka,2016-10-01,overall,115
Melaka,2016-11-01,overall,116.2
Melaka,2016-12-01,overall,116.4
Melaka,2017-01-01,overall,117.8
Melaka,2017-02-01,overall,119.4
Melaka,2017-03-01,overall,119.2
Melaka,2017-04-01,overall,119.1
Melaka,2017-05-01,overall,118.9
Melaka,2017-06-01,overall,118.7
Melaka,2017-07-01,overall,118.6
Melaka,2017-08-01,overall,119.6
Melaka,2017-09-01,overall,120.1
Melaka,2017-10-01,overall,119.8
Melaka,2017-11-01,overall,120.7
Melaka,2017-12-01,overall,121
Melaka,2018-01-01,overall,121.3
Melaka,2018-02-01,overall,121.5
Melaka,2018-03-01,overall,121
Melaka,2018-04-01,overall,120.8
Melaka,2018-05-01,overall,120.9
Melaka,2018-06-01,overall,118.9
Melaka,2018-07-01,overall,119.2
Melaka,2018-08-01,overall,119.3
Melaka,2018-09-01,overall,119.6
Melaka,2018-10-01,overall,119.9
Melaka,2018-11-01,overall,120.2
Melaka,2018-12-01,overall,120.4
Melaka,2019-01-01,overall,119.7
Melaka,2019-02-01,overall,119.9
Melaka,2019-03-01,overall,120.2
Melaka,2019-04-01,overall,120
Melaka,2019-05-01,overall,120.3
Melaka,2019-06-01,overall,120.2
Melaka,2019-07-01,overall,120.4
Melaka,2019-08-01,overall,120.6
Melaka,2019-09-01,overall,120.6
Melaka,2019-10-01,overall,120.7
Melaka,2019-11-01,overall,120.8
Melaka,2019-12-01,overall,120.8
Melaka,2020-01-01,overall,120.8
Melaka,2020-02-01,overall,120.6
Melaka,2020-03-01,overall,119.1
Melaka,2020-04-01,overall,115.7
Melaka,2020-05-01,overall,116
Melaka,2020-06-01,overall,117.1
Melaka,2020-07-01,overall,117.8
Melaka,2020-08-01,overall,117.9
Melaka,2020-09-01,overall,117.9
Melaka,2020-10-01,overall,117.9
Melaka,2020-11-01,overall,117.7
Melaka,2020-12-01,overall,118.4
Melaka,2021-01-01,overall,120.1
Melaka,2021-02-01,overall,120.3
Melaka,2021-03-01,overall,120.6
Melaka,2021-04-01,overall,120.8
Melaka,2021-05-01,overall,120.8
Melaka,2021-06-01,overall,120.9
Melaka,2021-07-01,overall,120.2
Melaka,2021-08-01,overall,120.2
Melaka,2021-09-01,overall,120.6
Melaka,2021-10-01,overall,121.6
Melaka,2021-11-01,overall,122
Melaka,2021-12-01,overall,122.2
Melaka,2022-01-01,overall,122.5
Melaka,2022-02-01,overall,122.7
Melaka,2022-03-01,overall,122.9
Melaka,2022-04-01,overall,123
Melaka,2022-05-01,overall,123.3
Melaka,2022-06-01,overall,123.9
Melaka,2022-07-01,overall,124.6
Melaka,2022-08-01,overall,124.8
Melaka,2022-09-01,overall,125.1
Melaka,2022-10-01,overall,125.5
Melaka,2022-11-01,overall,125.8
Melaka,2022-12-01,overall,126.2
Melaka,2023-01-01,overall,126.5
Melaka,2023-02-01,overall,126.7
Melaka,2023-03-01,overall,126.8
Melaka,2023-04-01,overall,127
Melaka,2023-05-01,overall,127.1
Melaka,2023-06-01,overall,127.2
Melaka,2023-07-01,overall,127.3
Melaka,2023-08-01,overall,127.4
Melaka,2023-09-01,overall,127.4
Melaka,2023-10-01,overall,127.5
Melaka,2023-11-01,overall,127.4
Melaka,2023-12-01,overall,127.6
Melaka,2024-01-01,overall,127.8
Melaka,2024-02-01,overall,128.3
Melaka,2024-03-01,overall,128.2
Melaka,2024-04-01,overall,128.4
Melaka,2024-05-01,overall,128.7
Melaka,2024-06-01,overall,128.9
Melaka,2024-07-01,overall,129.1
Melaka,2024-08-01,overall,129.2
Negeri Sembilan,2016-08-01,overall,115.9
Negeri Sembilan,2016-09-01,overall,115.5
Negeri Sembilan,2016-10-01,overall,116
Negeri Sembilan,2016-11-01,overall,117.2
Negeri Sembilan,2016-12-01,overall,117.2
Negeri Sembilan,2017-01-01,overall,118.7
Negeri Sembilan,2017-02-01,overall,120.6
Negeri Sembilan,2017-03-01,overall,120.4
Negeri Sembilan,2017-04-01,overall,120
Negeri Sembilan,2017-05-01,overall,119.6
Negeri Sembilan,2017-06-01,overall,119.3
Negeri Sembilan,2017-07-01,overall,119.2
Negeri Sembilan,2017-08-01,overall,120.3
Negeri Sembilan,2017-09-01,overall,120.8
Negeri Sembilan,2017-10-01,overall,120.6
Negeri Sembilan,2017-11-01,overall,121.5
Negeri Sembilan,2017-12-01,overall,121.7
Negeri Sembilan,2018-01-01,overall,122
Negeri Sembilan,2018-02-01,overall,122.2
Negeri Sembilan,2018-03-01,overall,121.7
Negeri Sembilan,2018-04-01,overall,121.6
Negeri Sembilan,2018-05-01,overall,121.7
Negeri Sembilan,2018-06-01,overall,120.6
Negeri Sembilan,2018-07-01,overall,120.8
Negeri Sembilan,2018-08-01,overall,121
Negeri Sembilan,2018-09-01,overall,121.7
Negeri Sembilan,2018-10-01,overall,121.9
Negeri Sembilan,2018-11-01,overall,122.2
Negeri Sembilan,2018-12-01,overall,122.2
Negeri Sembilan,2019-01-01,overall,121.5
Negeri Sembilan,2019-02-01,overall,121.9
Negeri Sembilan,2019-03-01,overall,122.1
Negeri Sembilan,2019-04-01,overall,122.2
Negeri Sembilan,2019-05-01,overall,122.4
Negeri Sembilan,2019-06-01,overall,122.3
Negeri Sembilan,2019-07-01,overall,122.5
Negeri Sembilan,2019-08-01,overall,122.8
Negeri Sembilan,2019-09-01,overall,122.8
Negeri Sembilan,2019-10-01,overall,123
Negeri Sembilan,2019-11-01,overall,123.1
Negeri Sembilan,2019-12-01,overall,123.2
Negeri Sembilan,2020-01-01,overall,123.4
Negeri Sembilan,2020-02-01,overall,123.3
Negeri Sembilan,2020-03-01,overall,121.4
Negeri Sembilan,2020-04-01,overall,117.7
Negeri Sembilan,2020-05-01,overall,118
Negeri Sembilan,2020-06-01,overall,119.4
Negeri Sembilan,2020-07-01,overall,120.3
Negeri Sembilan,2020-08-01,overall,120.5
Negeri Sembilan,2020-09-01,overall,120.5
Negeri Sembilan,2020-10-01,overall,120.5
Negeri Sembilan,2020-11-01,overall,120.1
Negeri Sembilan,2020-12-01,overall,120.9
Negeri Sembilan,2021-01-01,overall,122.8
Negeri Sembilan,2021-02-01,overall,123.2
Negeri Sembilan,2021-03-01,overall,123.6
Negeri Sembilan,2021-04-01,overall,123.6
Negeri Sembilan,2021-05-01,overall,123.6
Negeri Sembilan,2021-06-01,overall,123.6
Negeri Sembilan,2021-07-01,overall,122.8
Negeri Sembilan,2021-08-01,overall,122.9
Negeri Sembilan,2021-09-01,overall,123.2
Negeri Sembilan,2021-10-01,overall,124.3
Negeri Sembilan,2021-11-01,overall,124.6
Negeri Sembilan,2021-12-01,overall,124.9
Negeri Sembilan,2022-01-01,overall,125
Negeri Sembilan,2022-02-01,overall,125.4
Negeri Sembilan,2022-03-01,overall,125.6
Negeri Sembilan,2022-04-01,overall,125.8
Negeri Sembilan,2022-05-01,overall,126.4
Negeri Sembilan,2022-06-01,overall,127.2
Negeri Sembilan,2022-07-01,overall,127.5
Negeri Sembilan,2022-08-01,overall,127.7
Negeri Sembilan,2022-09-01,overall,127.9
Negeri Sembilan,2022-10-01,overall,128.1
Negeri Sembilan,2022-11-01,overall,128.5
Negeri Sembilan,2022-12-01,overall,128.7
Negeri Sembilan,2023-01-01,overall,128.9
Negeri Sembilan,2023-02-01,overall,129.2
Negeri Sembilan,2023-03-01,overall,129.2
Negeri Sembilan,2023-04-01,overall,129.2
Negeri Sembilan,2023-05-01,overall,129.3
Negeri Sembilan,2023-06-01,overall,129.5
Negeri Sembilan,2023-07-01,overall,129.5
Negeri Sembilan,2023-08-01,overall,129.7
Negeri Sembilan,2023-09-01,overall,129.6
Negeri Sembilan,2023-10-01,overall,129.8
Negeri Sembilan,2023-11-01,overall,129.7
Negeri Sembilan,2023-12-01,overall,130
Negeri Sembilan,2024-01-01,overall,130.1
Negeri Sembilan,2024-02-01,overall,130.5
Negeri Sembilan,2024-03-01,overall,130.4
Negeri Sembilan,2024-04-01,overall,130.5
Negeri Sembilan,2024-05-01,overall,130.8
Negeri Sembilan,2024-06-01,overall,131.1
Negeri Sembilan,2024-07-01,overall,131.2
Negeri Sembilan,2024-08-01,overall,131.6
Pahang,2016-08-01,overall,114.8
Pahang,2016-09-01,overall,114.5
Pahang,2016-10-01,overall,114.7
Pahang,2016-11-01,overall,115.9
Pahang,2016-12-01,overall,115.8
Pahang,2017-01-01,overall,116.8
Pahang,2017-02-01,overall,118.3
Pahang,2017-03-01,overall,118.1
Pahang,2017-04-01,overall,117.8
Pahang,2017-05-01,overall,117.5
Pahang,2017-06-01,overall,117.2
Pahang,2017-07-01,overall,117.2
Pahang,2017-08-01,overall,118.1
Pahang,2017-09-01,overall,118.3
Pahang,2017-10-01,overall,118.3
Pahang,2017-11-01,overall,118.9
Pahang,2017-12-01,overall,119.2
Pahang,2018-01-01,overall,119.5
Pahang,2018-02-01,overall,119.3
Pahang,2018-03-01,overall,118.9
Pahang,2018-04-01,overall,118.8
Pahang,2018-05-01,overall,119
Pahang,2018-06-01,overall,117.8
Pahang,2018-07-01,overall,118
Pahang,2018-08-01,overall,118.1
Pahang,2018-09-01,overall,118.3
Pahang,2018-10-01,overall,118.7
Pahang,2018-11-01,overall,118.8
Pahang,2018-12-01,overall,119.1
Pahang,2019-01-01,overall,118.2
Pahang,2019-02-01,overall,118.4
Pahang,2019-03-01,overall,118.7
Pahang,2019-04-01,overall,118.6
Pahang,2019-05-01,overall,118.9
Pahang,2019-06-01,overall,118.8
Pahang,2019-07-01,overall,119
Pahang,2019-08-01,overall,119.1
Pahang,2019-09-01,overall,119.1
Pahang,2019-10-01,overall,119.6
Pahang,2019-11-01,overall,119.7
Pahang,2019-12-01,overall,119.9
Pahang,2020-01-01,overall,120
Pahang,2020-02-01,overall,120.2
Pahang,2020-03-01,overall,118.6
Pahang,2020-04-01,overall,114.9
Pahang,2020-05-01,overall,115.2
Pahang,2020-06-01,overall,116.8
Pahang,2020-07-01,overall,117.5
Pahang,2020-08-01,overall,117.5
Pahang,2020-09-01,overall,117.5
Pahang,2020-10-01,overall,117.5
Pahang,2020-11-01,overall,117.2
Pahang,2020-12-01,overall,118.3
Pahang,2021-01-01,overall,120.1
Pahang,2021-02-01,overall,120.4
Pahang,2021-03-01,overall,120.9
Pahang,2021-04-01,overall,121.3
Pahang,2021-05-01,overall,121.1
Pahang,2021-06-01,overall,121.3
Pahang,2021-07-01,overall,120.4
Pahang,2021-08-01,overall,120.3
Pahang,2021-09-01,overall,120.8
Pahang,2021-10-01,overall,121.8
Pahang,2021-11-01,overall,122
Pahang,2021-12-01,overall,122.5
Pahang,2022-01-01,overall,122.6
Pahang,2022-02-01,overall,122.7
Pahang,2022-03-01,overall,123.1
Pahang,2022-04-01,overall,123.3
Pahang,2022-05-01,overall,123.9
Pahang,2022-06-01,overall,124.5
Pahang,2022-07-01,overall,125.1
Pahang,2022-08-01,overall,125.4
Pahang,2022-09-01,overall,125.8
Pahang,2022-10-01,overall,126.2
Pahang,2022-11-01,overall,126.7
Pahang,2022-12-01,overall,126.9
Pahang,2023-01-01,overall,127.2
Pahang,2023-02-01,overall,127.6
Pahang,2023-03-01,overall,127.7
Pahang,2023-04-01,overall,127.6
Pahang,2023-05-01,overall,127.8
Pahang,2023-06-01,overall,128.1
Pahang,2023-07-01,overall,128.3
Pahang,2023-08-01,overall,128.2
Pahang,2023-09-01,overall,128.3
Pahang,2023-10-01,overall,128.3
Pahang,2023-11-01,overall,128.4
Pahang,2023-12-01,overall,128.7
Pahang,2024-01-01,overall,129.4
Pahang,2024-02-01,overall,130.6
Pahang,2024-03-01,overall,130.4
Pahang,2024-04-01,overall,130.6
Pahang,2024-05-01,overall,131.1
Pahang,2024-06-01,overall,131.5
Pahang,2024-07-01,overall,131.6
Pahang,2024-08-01,overall,131.8
Perak,2016-08-01,overall,112.6
Perak,2016-09-01,overall,112.3
Perak,2016-10-01,overall,112.7
Perak,2016-11-01,overall,113.7
Perak,2016-12-01,overall,113.7
Perak,2017-01-01,overall,114.9
Perak,2017-02-01,overall,116.3
Perak,2017-03-01,overall,116.1
Perak,2017-04-01,overall,115.7
Perak,2017-05-01,overall,115.4
Perak,2017-06-01,overall,115.1
Perak,2017-07-01,overall,115.2
Perak,2017-08-01,overall,116.1
Perak,2017-09-01,overall,116.5
Perak,2017-10-01,overall,116.4
Perak,2017-11-01,overall,117.1
Perak,2017-12-01,overall,117.3
Perak,2018-01-01,overall,117.6
Perak,2018-02-01,overall,117.6
Perak,2018-03-01,overall,117.1
Perak,2018-04-01,overall,117
Perak,2018-05-01,overall,117.3
Perak,2018-06-01,overall,115.7
Perak,2018-07-01,overall,116
Perak,2018-08-01,overall,116
Perak,2018-09-01,overall,116.4
Perak,2018-10-01,overall,116.8
Perak,2018-11-01,overall,116.9
Perak,2018-12-01,overall,117.1
Perak,2019-01-01,overall,116.7
Perak,2019-02-01,overall,116.9
Perak,2019-03-01,overall,117.2
Perak,2019-04-01,overall,117.2
Perak,2019-05-01,overall,117.3
Perak,2019-06-01,overall,117.4
Perak,2019-07-01,overall,117.6
Perak,2019-08-01,overall,117.8
Perak,2019-09-01,overall,117.8
Perak,2019-10-01,overall,117.9
Perak,2019-11-01,overall,118
Perak,2019-12-01,overall,118.1
Perak,2020-01-01,overall,118.3
Perak,2020-02-01,overall,118.4
Perak,2020-03-01,overall,116.9
Perak,2020-04-01,overall,113.7
Perak,2020-05-01,overall,113.9
Perak,2020-06-01,overall,115.1
Perak,2020-07-01,overall,115.8
Perak,2020-08-01,overall,116
Perak,2020-09-01,overall,115.9
Perak,2020-10-01,overall,115.9
Perak,2020-11-01,overall,115.6
Perak,2020-12-01,overall,116.4
Perak,2021-01-01,overall,118.2
Perak,2021-02-01,overall,118.6
Perak,2021-03-01,overall,118.9
Perak,2021-04-01,overall,119
Perak,2021-05-01,overall,119
Perak,2021-06-01,overall,119.2
Perak,2021-07-01,overall,118.4
Perak,2021-08-01,overall,118.4
Perak,2021-09-01,overall,118.8
Perak,2021-10-01,overall,119.8
Perak,2021-11-01,overall,120.2
Perak,2021-12-01,overall,120.7
Perak,2022-01-01,overall,121.1
Perak,2022-02-01,overall,121.2
Perak,2022-03-01,overall,121.5
Perak,2022-04-01,overall,121.8
Perak,2022-05-01,overall,122.3
Perak,2022-06-01,overall,123
Perak,2022-07-01,overall,123.5
Perak,2022-08-01,overall,123.8
Perak,2022-09-01,overall,123.9
Perak,2022-10-01,overall,124.1
Perak,2022-11-01,overall,124.5
Perak,2022-12-01,overall,124.7
Perak,2023-01-01,overall,125.4
Perak,2023-02-01,overall,125.8
Perak,2023-03-01,overall,125.9
Perak,2023-04-01,overall,126
Perak,2023-05-01,overall,126.2
Perak,2023-06-01,overall,126.3
Perak,2023-07-01,overall,126.5
Perak,2023-08-01,overall,126.7
Perak,2023-09-01,overall,126.8
Perak,2023-10-01,overall,126.8
Perak,2023-11-01,overall,126.9
Perak,2023-12-01,overall,127.1
Perak,2024-01-01,overall,127
Perak,2024-02-01,overall,127.3
Perak,2024-03-01,overall,127.2
Perak,2024-04-01,overall,127.3
Perak,2024-05-01,overall,127.7
Perak,2024-06-01,overall,127.9
Perak,2024-07-01,overall,127.8
Perak,2024-08-01,overall,127.9
Perlis,2016-08-01,overall,111.2
Perlis,2016-09-01,overall,110.8
Perlis,2016-10-01,overall,111.1
Perlis,2016-11-01,overall,112.2
Perlis,2016-12-01,overall,112.8
Perlis,2017-01-01,overall,114.6
Perlis,2017-02-01,overall,116
Perlis,2017-03-01,overall,115.5
Perlis,2017-04-01,overall,115.1
Perlis,2017-05-01,overall,114.8
Perlis,2017-06-01,overall,114.5
Perlis,2017-07-01,overall,114.1
Perlis,2017-08-01,overall,115.3
Perlis,2017-09-01,overall,115.9
Perlis,2017-10-01,overall,115.2
Perlis,2017-11-01,overall,115.9
Perlis,2017-12-01,overall,116.1
Perlis,2018-01-01,overall,116.1
Perlis,2018-02-01,overall,116
Perlis,2018-03-01,overall,115.3
Perlis,2018-04-01,overall,115.3
Perlis,2018-05-01,overall,115.3
Perlis,2018-06-01,overall,114.2
Perlis,2018-07-01,overall,114.3
Perlis,2018-08-01,overall,114.5
Perlis,2018-09-01,overall,115.1
Perlis,2018-10-01,overall,115.2
Perlis,2018-11-01,overall,115.3
Perlis,2018-12-01,overall,115.6
Perlis,2019-01-01,overall,115
Perlis,2019-02-01,overall,115.2
Perlis,2019-03-01,overall,115.5
Perlis,2019-04-01,overall,115.3
Perlis,2019-05-01,overall,115.5
Perlis,2019-06-01,overall,115.5
Perlis,2019-07-01,overall,115.6
Perlis,2019-08-01,overall,115.9
Perlis,2019-09-01,overall,115.8
Perlis,2019-10-01,overall,115.9
